SKU1,DESCRIPCION2,MARCA3,AROMA4,COD. COLOR5,DESCRIP. DE COLOR6,DESCRIPCION IMPRESA7,CONTADOR8,COLECTIVA9,CORRUGADO10,UNITARIO11,COLECTIVA12,CORRUGADO13,14,DESCRIPCION_LARGA_CORRUGADO15,DESCRIPCION_LARGA_COLECTIVA16,DESCRIPCION_LARGA_SKU17,AVAILABLE18,UM19,AVERAGE_COST20
1321022264,CIRIO C/BAÑO 10 X 10 CM (4),,SIN AROMA,,FIUSHA,CIRIO CON BAÑO 10 X 10 CM (4),29,,18,7501130585687,N/A,27501130585681,,CORRUGADO 18 CIRIO C/BAÑO 10 X 10 CM (4) SIN AROMA  FIUSHA,COLECTIVA  CIRIO C/BAÑO 10 X 10 CM (4) SIN AROMA  FIUSHA, CIRIO C/BAÑO 10 X 10 CM (4) SIN AROMA  FIUSHA,254,PZ,20.05829
1321022038,CIRIO C/BAÑO 10 X 10 CM (4),,SIN AROMA,,AMARILLO,CIRIO CON BAÑO 10 X 10 CM (4),29,,18,7501130589524,N/A,27501130589528,,CORRUGADO 18 CIRIO C/BAÑO 10 X 10 CM (4) SIN AROMA  AMARILLO,COLECTIVA  CIRIO C/BAÑO 10 X 10 CM (4) SIN AROMA  AMARILLO, CIRIO C/BAÑO 10 X 10 CM (4) SIN AROMA  AMARILLO,10,PZ,13.20244
1321022040,CIRIO C/BAÑO 10 X 10 CM (4),,SIN AROMA,,NARANJA,CIRIO CON BAÑO 10 X 10 CM (4),29,,18,7501130589098,N/A,27501130589092,,CORRUGADO 18 CIRIO C/BAÑO 10 X 10 CM (4) SIN AROMA  NARANJA,COLECTIVA  CIRIO C/BAÑO 10 X 10 CM (4) SIN AROMA  NARANJA, CIRIO C/BAÑO 10 X 10 CM (4) SIN AROMA  NARANJA,51,PZ,20.05167
1151470010,CIRIO C/BAÑO 15 X 10 CM (6),,SIN AROMA,,BLANCO,CIRIO C/BAÑO 15 X 10 CM,23,,6,7501130578511,N/A,17501130578518,,CORRUGADO 6 CIRIO C/BAÑO 15 X 10 CM (6) SIN AROMA  BLANCO,COLECTIVA  CIRIO C/BAÑO 15 X 10 CM (6) SIN AROMA  BLANCO, CIRIO C/BAÑO 15 X 10 CM (6) SIN AROMA  BLANCO,22,PZ,79.26306
1151470037,CIRIO C/BAÑO 15 X 10 CM (6),,SIN AROMA,,CREMA,CIRIO C/BAÑO 15 X 10 CM,23,,6,7501130578528,N/A,17501130578525,,CORRUGADO 6 CIRIO C/BAÑO 15 X 10 CM (6) SIN AROMA  CREMA,COLECTIVA  CIRIO C/BAÑO 15 X 10 CM (6) SIN AROMA  CREMA, CIRIO C/BAÑO 15 X 10 CM (6) SIN AROMA  CREMA,13,PZ,79.227
1151470038,CIRIO C/BAÑO 15 X 10 CM (6),,SIN AROMA,,AMARILLO,CIRIO C/BAÑO 15 X 10 CM,23,,6,7501130578535,N/A,17501130578532,,CORRUGADO 6 CIRIO C/BAÑO 15 X 10 CM (6) SIN AROMA  AMARILLO,COLECTIVA  CIRIO C/BAÑO 15 X 10 CM (6) SIN AROMA  AMARILLO, CIRIO C/BAÑO 15 X 10 CM (6) SIN AROMA  AMARILLO,15,PZ,253.11
1151470050,CIRIO C/BAÑO 15 X 10 CM (6),,SIN AROMA,,ROSA,CIRIO C/BAÑO 15 X 10 CM,23,,6,7501130578542,N/A,17501130578549,,CORRUGADO 6 CIRIO C/BAÑO 15 X 10 CM (6) SIN AROMA  ROSA,COLECTIVA  CIRIO C/BAÑO 15 X 10 CM (6) SIN AROMA  ROSA, CIRIO C/BAÑO 15 X 10 CM (6) SIN AROMA  ROSA,12,PZ,66.43636
1151470060,CIRIO C/BAÑO 15 X 10 CM (6),,SIN AROMA,,ROJO,CIRIO C/BAÑO 15 X 10 CM,23,,6,7501130578559,N/A,17501130578556,,CORRUGADO 6 CIRIO C/BAÑO 15 X 10 CM (6) SIN AROMA  ROJO,COLECTIVA  CIRIO C/BAÑO 15 X 10 CM (6) SIN AROMA  ROJO, CIRIO C/BAÑO 15 X 10 CM (6) SIN AROMA  ROJO,42,PZ,50.17946
1151470071,CIRIO C/BAÑO 15 X 10 CM (6),,SIN AROMA,,AZUL CLARO,CIRIO C/BAÑO 15 X 10 CM,23,,6,7501130578566,N/A,17501130578563,,CORRUGADO 6 CIRIO C/BAÑO 15 X 10 CM (6) SIN AROMA  AZUL CLARO,COLECTIVA  CIRIO C/BAÑO 15 X 10 CM (6) SIN AROMA  AZUL CLARO, CIRIO C/BAÑO 15 X 10 CM (6) SIN AROMA  AZUL CLARO,4,PZ,65.1
1151470085,CIRIO C/BAÑO 15 X 10 CM (6),,SIN AROMA,,VERDE OSCURO,CIRIO C/BAÑO 15 X 10 CM,23,,6,7501130578573,N/A,17501130578570,,CORRUGADO 6 CIRIO C/BAÑO 15 X 10 CM (6) SIN AROMA  VERDE OSCURO,COLECTIVA  CIRIO C/BAÑO 15 X 10 CM (6) SIN AROMA  VERDE OSCURO, CIRIO C/BAÑO 15 X 10 CM (6) SIN AROMA  VERDE OSCURO,20,PZ,7.34
1151470163,CIRIO C/BAÑO 15 X 10 CM (6),,SIN AROMA,,MORADO,CIRIO C/BAÑO 15 X 10 CM,23,,6,7501130578580,N/A,17501130578587,,CORRUGADO 6 CIRIO C/BAÑO 15 X 10 CM (6) SIN AROMA  MORADO,COLECTIVA  CIRIO C/BAÑO 15 X 10 CM (6) SIN AROMA  MORADO, CIRIO C/BAÑO 15 X 10 CM (6) SIN AROMA  MORADO,27,PZ,62.68486
1321101130,CIRIO METÁLICO 5.5 X 10 CM,,SIN AROMA,,ORO,CIRIO 5.5 X 10 CM,17,,12,7501130577248,N/A,17501130577245,,CORRUGADO 12 CIRIO METÁLICO 5.5 X 10 CM SIN AROMA  ORO,COLECTIVA  CIRIO METÁLICO 5.5 X 10 CM SIN AROMA  ORO, CIRIO METÁLICO 5.5 X 10 CM SIN AROMA  ORO,284,PZ,8.28875
1321101138,CIRIO METÁLICO 5.5 X 10 CM,,SIN AROMA,,PLATA,CIRIO 5.5 X 10 CM,17,,12,7501130577255,N/A,17501130577252,,CORRUGADO 12 CIRIO METÁLICO 5.5 X 10 CM SIN AROMA  PLATA,COLECTIVA  CIRIO METÁLICO 5.5 X 10 CM SIN AROMA  PLATA, CIRIO METÁLICO 5.5 X 10 CM SIN AROMA  PLATA,88,PZ,15.08148
1321102130,CIRIO METÁLICO 5.5 X 15 CM,,SIN AROMA,,ORO,CIRIO 5.5 X 15 CM,17,,12,7501130573981,N/A,17501130573988,,CORRUGADO 12 CIRIO METÁLICO 5.5 X 15 CM SIN AROMA  ORO,COLECTIVA  CIRIO METÁLICO 5.5 X 15 CM SIN AROMA  ORO, CIRIO METÁLICO 5.5 X 15 CM SIN AROMA  ORO,340,PZ,4.71746
1321102138,CIRIO METÁLICO 5.5 X 15 CM,,SIN AROMA,,PLATA,CIRIO 5.5 X 15 CM,17,,12,7501130573998,N/A,17501130573995,,CORRUGADO 12 CIRIO METÁLICO 5.5 X 15 CM SIN AROMA  PLATA,COLECTIVA  CIRIO METÁLICO 5.5 X 15 CM SIN AROMA  PLATA, CIRIO METÁLICO 5.5 X 15 CM SIN AROMA  PLATA,99,PZ,8.65814
1321103130,CIRIO METÁLICO 5.5 X 20 CM,,SIN AROMA,,ORO,CIRIO 5.5 X 20 CM,17,,12,7501130573912,N/A,17501130573919,,CORRUGADO 12 CIRIO METÁLICO 5.5 X 20 CM SIN AROMA  ORO,COLECTIVA  CIRIO METÁLICO 5.5 X 20 CM SIN AROMA  ORO, CIRIO METÁLICO 5.5 X 20 CM SIN AROMA  ORO,163,PZ,5.77082
1321103138,CIRIO METÁLICO 5.5 X 20 CM,,SIN AROMA,,PLATA,CIRIO 5.5 X 20 CM,17,,12,7501130573929,N/A,17501130573926,,CORRUGADO 12 CIRIO METÁLICO 5.5 X 20 CM SIN AROMA  PLATA,COLECTIVA  CIRIO METÁLICO 5.5 X 20 CM SIN AROMA  PLATA, CIRIO METÁLICO 5.5 X 20 CM SIN AROMA  PLATA,37,PZ,13.40873
,CIRIO CUADRADO RAYADO 4.7 X 6 CM (1/2),,CON AROMA,,AZUL FUERTE,,0,,120,7501130572793,N/A,17501130572790,,CORRUGADO 120 CIRIO CUADRADO RAYADO 4.7 X 6 CM (1/2) CON AROMA  AZUL FUERTE,COLECTIVA  CIRIO CUADRADO RAYADO 4.7 X 6 CM (1/2) CON AROMA  AZUL FUERTE, CIRIO CUADRADO RAYADO 4.7 X 6 CM (1/2) CON AROMA  AZUL FUERTE,#N/D,#N/D,#N/D
1440000140,CIRIO RAYADO PARCIAL METÁLICO 7.6 X 10 CM,,SIN AROMA,,ROJO METÁLICO,,0,,24,7501130583423,N/A,17501130583420,,CORRUGADO 24 CIRIO RAYADO PARCIAL METÁLICO 7.6 X 10 CM SIN AROMA  ROJO METÁLICO,COLECTIVA  CIRIO RAYADO PARCIAL METÁLICO 7.6 X 10 CM SIN AROMA  ROJO METÁLICO, CIRIO RAYADO PARCIAL METÁLICO 7.6 X 10 CM SIN AROMA  ROJO METÁLICO,0,PZ,0
1440000142,CIRIO RAYADO PARCIAL METÁLICO 7.6 X 10 CM,,SIN AROMA,,AZUL METÁLICO,,0,,24,7501130583430,N/A,17501130583437,,CORRUGADO 24 CIRIO RAYADO PARCIAL METÁLICO 7.6 X 10 CM SIN AROMA  AZUL METÁLICO,COLECTIVA  CIRIO RAYADO PARCIAL METÁLICO 7.6 X 10 CM SIN AROMA  AZUL METÁLICO, CIRIO RAYADO PARCIAL METÁLICO 7.6 X 10 CM SIN AROMA  AZUL METÁLICO,0,PZ,0
2321042010P,CIRIO S/BAÑO 4.7 X 6 CM (1/2),,SIN AROMA,,BLANCO,Cirio s/a 4.7x6cm (1/2),23,,120,7501130577941,7501130578405,17501130583291,,CORRUGADO 120 CIRIO S/BAÑO 4.7 X 6 CM (1/2) SIN AROMA  BLANCO,COLECTIVA  CIRIO S/BAÑO 4.7 X 6 CM (1/2) SIN AROMA  BLANCO, CIRIO S/BAÑO 4.7 X 6 CM (1/2) SIN AROMA  BLANCO,0,PZ,0
2321042037P,CIRIO S/BAÑO 4.7 X 6 CM (1/2),,SIN AROMA,,CREMA,Cirio s/a 4.7x6cm (1/2),23,,120,7501130577927,7501130578375,17501130583307,,CORRUGADO 120 CIRIO S/BAÑO 4.7 X 6 CM (1/2) SIN AROMA  CREMA,COLECTIVA  CIRIO S/BAÑO 4.7 X 6 CM (1/2) SIN AROMA  CREMA, CIRIO S/BAÑO 4.7 X 6 CM (1/2) SIN AROMA  CREMA,0,PZ,0
2321042050,CIRIO S/BAÑO 4.7 X 6 CM (1/2),,SIN AROMA,,ROSA,Cirio s/a 4.7x6cm (1/2),23,,120,7501130577958,7501130578382,17501130583314,,CORRUGADO 120 CIRIO S/BAÑO 4.7 X 6 CM (1/2) SIN AROMA  ROSA,COLECTIVA  CIRIO S/BAÑO 4.7 X 6 CM (1/2) SIN AROMA  ROSA, CIRIO S/BAÑO 4.7 X 6 CM (1/2) SIN AROMA  ROSA,423,PZ,3.55461
2321042060P,CIRIO S/BAÑO 4.7 X 6 CM (1/2),,SIN AROMA,,ROJO,Cirio s/a 4.7x6cm (1/2),23,,120,7501130577910,7501130578412,17501130583321,,CORRUGADO 120 CIRIO S/BAÑO 4.7 X 6 CM (1/2) SIN AROMA  ROJO,COLECTIVA  CIRIO S/BAÑO 4.7 X 6 CM (1/2) SIN AROMA  ROJO, CIRIO S/BAÑO 4.7 X 6 CM (1/2) SIN AROMA  ROJO,0,PZ,0
2321042071,CIRIO S/BAÑO 4.7 X 6 CM (1/2),,SIN AROMA,,AZUL CLARO,Cirio s/a 4.7x6cm (1/2),23,,120,7501130583331,N/A,17501130583338,,CORRUGADO 120 CIRIO S/BAÑO 4.7 X 6 CM (1/2) SIN AROMA  AZUL CLARO,COLECTIVA  CIRIO S/BAÑO 4.7 X 6 CM (1/2) SIN AROMA  AZUL CLARO, CIRIO S/BAÑO 4.7 X 6 CM (1/2) SIN AROMA  AZUL CLARO,1813,PZ,3.51052
2321042085,CIRIO S/BAÑO 4.7 X 6 CM (1/2),,SIN AROMA,,VERDE OSCURO,Cirio s/a 4.7x6cm (1/2),23,,120,7501130583348,N/A,17501130583345,,CORRUGADO 120 CIRIO S/BAÑO 4.7 X 6 CM (1/2) SIN AROMA  VERDE OSCURO,COLECTIVA  CIRIO S/BAÑO 4.7 X 6 CM (1/2) SIN AROMA  VERDE OSCURO, CIRIO S/BAÑO 4.7 X 6 CM (1/2) SIN AROMA  VERDE OSCURO,6347,PZ,3.36228
,CIRIO S/BAÑO 4.7 X 6 CM (1/2),,SIN AROMA,,AZUL FUERTE,Cirio s/a 4.7x6cm (1/2),23,,120,7501130589913,N/A,27501130589917,,CORRUGADO 120 CIRIO S/BAÑO 4.7 X 6 CM (1/2) SIN AROMA  AZUL FUERTE,COLECTIVA  CIRIO S/BAÑO 4.7 X 6 CM (1/2) SIN AROMA  AZUL FUERTE, CIRIO S/BAÑO 4.7 X 6 CM (1/2) SIN AROMA  AZUL FUERTE,#N/D,#N/D,#N/D
1450100001,CIRIO TRICOLOR 7.6 X 5 CM,,SIN AROMA,,"VERDE, BLANCO Y ROJO",,0,,12,7501130583447,N/A,17501130583444,,"CORRUGADO 12 CIRIO TRICOLOR 7.6 X 5 CM SIN AROMA  VERDE, BLANCO Y ROJO","COLECTIVA  CIRIO TRICOLOR 7.6 X 5 CM SIN AROMA  VERDE, BLANCO Y ROJO"," CIRIO TRICOLOR 7.6 X 5 CM SIN AROMA  VERDE, BLANCO Y ROJO",17,PZ,19.35909
,CIRIO CUADRADO RAYADO 4.7X 11 CM (1),,CON AROMA,,BLANCO,,0,,60,7501130578641,N/A,17501130578648,,CORRUGADO 60 CIRIO CUADRADO RAYADO 4.7X 11 CM (1) CON AROMA  BLANCO,COLECTIVA  CIRIO CUADRADO RAYADO 4.7X 11 CM (1) CON AROMA  BLANCO, CIRIO CUADRADO RAYADO 4.7X 11 CM (1) CON AROMA  BLANCO,#N/D,#N/D,#N/D
,CIRIO CUADRADO RAYADO 4.7X 11 CM (1),,CON AROMA,,CREMA,,0,,60,7501130578658,N/A,17501130578655,,CORRUGADO 60 CIRIO CUADRADO RAYADO 4.7X 11 CM (1) CON AROMA  CREMA,COLECTIVA  CIRIO CUADRADO RAYADO 4.7X 11 CM (1) CON AROMA  CREMA, CIRIO CUADRADO RAYADO 4.7X 11 CM (1) CON AROMA  CREMA,#N/D,#N/D,#N/D
,CIRIO CUADRADO RAYADO 4.7X 11 CM (1),,CON AROMA,,AMARILLO,,0,,60,7501130578665,N/A,17501130578662,,CORRUGADO 60 CIRIO CUADRADO RAYADO 4.7X 11 CM (1) CON AROMA  AMARILLO,COLECTIVA  CIRIO CUADRADO RAYADO 4.7X 11 CM (1) CON AROMA  AMARILLO, CIRIO CUADRADO RAYADO 4.7X 11 CM (1) CON AROMA  AMARILLO,#N/D,#N/D,#N/D
,CIRIO CUADRADO RAYADO 4.7X 11 CM (1),,CON AROMA,,NARANJA,,0,,60,7501130578672,N/A,17501130578679,,CORRUGADO 60 CIRIO CUADRADO RAYADO 4.7X 11 CM (1) CON AROMA  NARANJA,COLECTIVA  CIRIO CUADRADO RAYADO 4.7X 11 CM (1) CON AROMA  NARANJA, CIRIO CUADRADO RAYADO 4.7X 11 CM (1) CON AROMA  NARANJA,#N/D,#N/D,#N/D
,CIRIO CUADRADO RAYADO 4.7X 11 CM (1),,CON AROMA,,AZUL FUERTE,,0,,60,7501130578689,N/A,17501130578686,,CORRUGADO 60 CIRIO CUADRADO RAYADO 4.7X 11 CM (1) CON AROMA  AZUL FUERTE,COLECTIVA  CIRIO CUADRADO RAYADO 4.7X 11 CM (1) CON AROMA  AZUL FUERTE, CIRIO CUADRADO RAYADO 4.7X 11 CM (1) CON AROMA  AZUL FUERTE,#N/D,#N/D,#N/D
,CIRIO CUADRADO RAYADO 9.5 X 8 CM (3),,CON AROMA,,BLANCO,CIRIO CUADRADO RAYADO 9.5X8 CM ,31,,18,7501130576524,N/A,17501130576521,,CORRUGADO 18 CIRIO CUADRADO RAYADO 9.5 X 8 CM (3) CON AROMA  BLANCO,COLECTIVA  CIRIO CUADRADO RAYADO 9.5 X 8 CM (3) CON AROMA  BLANCO, CIRIO CUADRADO RAYADO 9.5 X 8 CM (3) CON AROMA  BLANCO,#N/D,#N/D,#N/D
,CIRIO CUADRADO RAYADO 9.5 X 8 CM (3),,CON AROMA,,CREMA,CIRIO CUADRADO RAYADO 9.5X8 CM ,31,,18,7501130577651,N/A,17501130577658,,CORRUGADO 18 CIRIO CUADRADO RAYADO 9.5 X 8 CM (3) CON AROMA  CREMA,COLECTIVA  CIRIO CUADRADO RAYADO 9.5 X 8 CM (3) CON AROMA  CREMA, CIRIO CUADRADO RAYADO 9.5 X 8 CM (3) CON AROMA  CREMA,#N/D,#N/D,#N/D
,CIRIO CUADRADO RAYADO 9.5 X 8 CM (3),,CON AROMA,,AMARILLO,CIRIO CUADRADO RAYADO 9.5X8 CM ,31,,18,7501130576531,N/A,17501130576538,,CORRUGADO 18 CIRIO CUADRADO RAYADO 9.5 X 8 CM (3) CON AROMA  AMARILLO,COLECTIVA  CIRIO CUADRADO RAYADO 9.5 X 8 CM (3) CON AROMA  AMARILLO, CIRIO CUADRADO RAYADO 9.5 X 8 CM (3) CON AROMA  AMARILLO,#N/D,#N/D,#N/D
,CIRIO CUADRADO RAYADO 9.5 X 8 CM (3),,CON AROMA,,NARANJA,CIRIO CUADRADO RAYADO 9.5X8 CM ,31,,18,7501130576548,N/A,17501130576545,,CORRUGADO 18 CIRIO CUADRADO RAYADO 9.5 X 8 CM (3) CON AROMA  NARANJA,COLECTIVA  CIRIO CUADRADO RAYADO 9.5 X 8 CM (3) CON AROMA  NARANJA, CIRIO CUADRADO RAYADO 9.5 X 8 CM (3) CON AROMA  NARANJA,#N/D,#N/D,#N/D
,CIRIO CUADRADO RAYADO 9.5 X 8 CM (3),,CON AROMA,,AZUL FUERTE,CIRIO CUADRADO RAYADO 9.5X8 CM ,31,,18,7501130577675,N/A,17501130577672,,CORRUGADO 18 CIRIO CUADRADO RAYADO 9.5 X 8 CM (3) CON AROMA  AZUL FUERTE,COLECTIVA  CIRIO CUADRADO RAYADO 9.5 X 8 CM (3) CON AROMA  AZUL FUERTE, CIRIO CUADRADO RAYADO 9.5 X 8 CM (3) CON AROMA  AZUL FUERTE,#N/D,#N/D,#N/D
2321133010,CIRIO CUADRADO RAYADO 9.5 X 13 CM (4),,CON AROMA,,BLANCO,CIRIO CUADRADO RAYADO 9.5X13CM ,31,,12,7501130576555,N/A,17501130576552,,CORRUGADO 12 CIRIO CUADRADO RAYADO 9.5 X 13 CM (4) CON AROMA  BLANCO,COLECTIVA  CIRIO CUADRADO RAYADO 9.5 X 13 CM (4) CON AROMA  BLANCO, CIRIO CUADRADO RAYADO 9.5 X 13 CM (4) CON AROMA  BLANCO,5,PZ,32.52
2321133037,CIRIO CUADRADO RAYADO 9.5 X 13 CM (4),,CON AROMA,,CREMA,CIRIO CUADRADO RAYADO 9.5X13CM ,31,,12,7501130577699,N/A,17501130577696,,CORRUGADO 12 CIRIO CUADRADO RAYADO 9.5 X 13 CM (4) CON AROMA  CREMA,COLECTIVA  CIRIO CUADRADO RAYADO 9.5 X 13 CM (4) CON AROMA  CREMA, CIRIO CUADRADO RAYADO 9.5 X 13 CM (4) CON AROMA  CREMA,20,PZ,33.29848
2321133038,CIRIO CUADRADO RAYADO 9.5 X 13 CM(4),,CON AROMA,,AMARILLO,CIRIO CUADRADO RAYADO 9.5X13CM ,31,,12,7501130576562,N/A,17501130576569,,CORRUGADO 12 CIRIO CUADRADO RAYADO 9.5 X 13 CM(4) CON AROMA  AMARILLO,COLECTIVA  CIRIO CUADRADO RAYADO 9.5 X 13 CM(4) CON AROMA  AMARILLO, CIRIO CUADRADO RAYADO 9.5 X 13 CM(4) CON AROMA  AMARILLO,56,PZ,35.31739
2321133040,CIRIO CUADRADO RAYADO 9.5 X 13 CM (4),,CON AROMA,,NARANJA,CIRIO CUADRADO RAYADO 9.5X13CM ,31,,12,7501130576579,N/A,17501130576576,,CORRUGADO 12 CIRIO CUADRADO RAYADO 9.5 X 13 CM (4) CON AROMA  NARANJA,COLECTIVA  CIRIO CUADRADO RAYADO 9.5 X 13 CM (4) CON AROMA  NARANJA, CIRIO CUADRADO RAYADO 9.5 X 13 CM (4) CON AROMA  NARANJA,10,PZ,34.28
2321133115,CIRIO CUADRADO RAYADO 9.5 X 13 CM (4),,CON AROMA,,AZUL FUERTE,CIRIO CUADRADO RAYADO 9.5X13CM ,31,,12,7501130577712,N/A,17501130577719,,CORRUGADO 12 CIRIO CUADRADO RAYADO 9.5 X 13 CM (4) CON AROMA  AZUL FUERTE,COLECTIVA  CIRIO CUADRADO RAYADO 9.5 X 13 CM (4) CON AROMA  AZUL FUERTE, CIRIO CUADRADO RAYADO 9.5 X 13 CM (4) CON AROMA  AZUL FUERTE,65,PZ,35.32867
1151452010,CIRIO CUADRADO C/5 PABILOS 20 X 10 CM,,SIN AROMA,,BLANCO,CIRIO CUADRADO 20X10 CM,23,,3,7501130571253,N/A,27501130571257,,CORRUGADO 3 CIRIO CUADRADO C/5 PABILOS 20 X 10 CM SIN AROMA  BLANCO,COLECTIVA  CIRIO CUADRADO C/5 PABILOS 20 X 10 CM SIN AROMA  BLANCO, CIRIO CUADRADO C/5 PABILOS 20 X 10 CM SIN AROMA  BLANCO,6,PZ,87.20556
1151452037,CIRIO CUADRADO C/5 PABILOS 20 X 10 CM,,SIN AROMA,,CREMA,CIRIO CUADRADO 20X10 CM,23,,3,7501130583508,N/A,17501130583505,,CORRUGADO 3 CIRIO CUADRADO C/5 PABILOS 20 X 10 CM SIN AROMA  CREMA,COLECTIVA  CIRIO CUADRADO C/5 PABILOS 20 X 10 CM SIN AROMA  CREMA, CIRIO CUADRADO C/5 PABILOS 20 X 10 CM SIN AROMA  CREMA,6,PZ,97.95667
,CIRIO CILINDRICO LISO 20 X 9.5 CM (5),,SIN AROMA,,BLANCO,,0,,3,7501130576883,N/A,17501130576880,,CORRUGADO 3 CIRIO CILINDRICO LISO 20 X 9.5 CM (5) SIN AROMA  BLANCO,COLECTIVA  CIRIO CILINDRICO LISO 20 X 9.5 CM (5) SIN AROMA  BLANCO, CIRIO CILINDRICO LISO 20 X 9.5 CM (5) SIN AROMA  BLANCO,#N/D,#N/D,#N/D
,CIRIO CUADRADO RAYADO LINEN 9.5 X 10 CM,,SIN AROMA,,CREMA PERLADA,,0,,18,7501130583515,N/A,17501130583512,,CORRUGADO 18 CIRIO CUADRADO RAYADO LINEN 9.5 X 10 CM SIN AROMA  CREMA PERLADA,COLECTIVA  CIRIO CUADRADO RAYADO LINEN 9.5 X 10 CM SIN AROMA  CREMA PERLADA, CIRIO CUADRADO RAYADO LINEN 9.5 X 10 CM SIN AROMA  CREMA PERLADA,#N/D,#N/D,#N/D
1152000010,CIRIO CUADRADO 10 X 24 CM,,SIN AROMA,,BLANCO,CIRIO CUADRADO 10 X 24 CM,25,,2,7501130577361,N/A,17501130577368,,CORRUGADO 2 CIRIO CUADRADO 10 X 24 CM SIN AROMA  BLANCO,COLECTIVA  CIRIO CUADRADO 10 X 24 CM SIN AROMA  BLANCO, CIRIO CUADRADO 10 X 24 CM SIN AROMA  BLANCO,13,PZ,72.45667
1152000037,CIRIO CUADRADO 10 X 24 CM,,SIN AROMA,,CREMA,CIRIO CUADRADO 10 X 24 CM,25,,2,7501130577378,N/A,17501130577375,,CORRUGADO 2 CIRIO CUADRADO 10 X 24 CM SIN AROMA  CREMA,COLECTIVA  CIRIO CUADRADO 10 X 24 CM SIN AROMA  CREMA, CIRIO CUADRADO 10 X 24 CM SIN AROMA  CREMA,13,PZ,59.82778
1152001010,CIRIO CUADRADO 10 X 36 CM,,SIN AROMA,,BLANCO,CIRIO CUADRADO 10 X 36 CM,25,,2,7501130577392,N/A,17501130577399,,CORRUGADO 2 CIRIO CUADRADO 10 X 36 CM SIN AROMA  BLANCO,COLECTIVA  CIRIO CUADRADO 10 X 36 CM SIN AROMA  BLANCO, CIRIO CUADRADO 10 X 36 CM SIN AROMA  BLANCO,13,PZ,89.42
1152001037,CIRIO CUADRADO 10 X 36 CM,,SIN AROMA,,CREMA,CIRIO CUADRADO 10 X 36 CM,25,,2,7501130577408,N/A,17501130577405,,CORRUGADO 2 CIRIO CUADRADO 10 X 36 CM SIN AROMA  CREMA,COLECTIVA  CIRIO CUADRADO 10 X 36 CM SIN AROMA  CREMA, CIRIO CUADRADO 10 X 36 CM SIN AROMA  CREMA,15,PZ,92.57263
1152002010,CIRIO CUADRADO 10 X 48 CM,,SIN AROMA,,BLANCO,CIRIO CUADRADO 10 X 48 CM,25,,2,7501130577422,N/A,17501130577429,,CORRUGADO 2 CIRIO CUADRADO 10 X 48 CM SIN AROMA  BLANCO,COLECTIVA  CIRIO CUADRADO 10 X 48 CM SIN AROMA  BLANCO, CIRIO CUADRADO 10 X 48 CM SIN AROMA  BLANCO,9,PZ,111.79
1152002037,CIRIO CUADRADO 10 X 48 CM,,SIN AROMA,,CREMA,CIRIO CUADRADO 10 X 48 CM,25,,2,7501130577439,N/A,17501130577436,,CORRUGADO 2 CIRIO CUADRADO 10 X 48 CM SIN AROMA  CREMA,COLECTIVA  CIRIO CUADRADO 10 X 48 CM SIN AROMA  CREMA, CIRIO CUADRADO 10 X 48 CM SIN AROMA  CREMA,23,PZ,138.22
1152003010,CIRIO CUADRADO 10 X 55 CM,,SIN AROMA,,BLANCO,CIRIO CUADRADO 10 X 55 CM,25,,2,7501130577453,N/A,17501130577450,,CORRUGADO 2 CIRIO CUADRADO 10 X 55 CM SIN AROMA  BLANCO,COLECTIVA  CIRIO CUADRADO 10 X 55 CM SIN AROMA  BLANCO, CIRIO CUADRADO 10 X 55 CM SIN AROMA  BLANCO,24,PZ,111.28
1152003037,CIRIO CUADRADO 10 X 55 CM,,SIN AROMA,,CREMA,CIRIO CUADRADO 10 X 55 CM,25,,2,7501130577460,N/A,17501130577467,,CORRUGADO 2 CIRIO CUADRADO 10 X 55 CM SIN AROMA  CREMA,COLECTIVA  CIRIO CUADRADO 10 X 55 CM SIN AROMA  CREMA, CIRIO CUADRADO 10 X 55 CM SIN AROMA  CREMA,10,PZ,112.38
1231390163,CIRIO CILINDRICO 4X20 CM C/BAÑO,,SIN AROMA,,MORADO,CIRIO CILINDRICO 4X20 CM C/BAÑO,31,,12,7501130589296,N/A,27501130589290,,CORRUGADO 12 CIRIO CILINDRICO 4X20 CM C/BAÑO SIN AROMA  MORADO,COLECTIVA  CIRIO CILINDRICO 4X20 CM C/BAÑO SIN AROMA  MORADO, CIRIO CILINDRICO 4X20 CM C/BAÑO SIN AROMA  MORADO,#N/D,#N/D,#N/D
1321390160,CIRIO CILINDRICO 4X20 CM C/BAÑO,,SIN AROMA,,ROJO,CIRIO CILINDRICO 4X20 CM C/BAÑO,31,,12,7501130589326,N/A,27501130589320,,CORRUGADO 12 CIRIO CILINDRICO 4X20 CM C/BAÑO SIN AROMA  ROJO,COLECTIVA  CIRIO CILINDRICO 4X20 CM C/BAÑO SIN AROMA  ROJO, CIRIO CILINDRICO 4X20 CM C/BAÑO SIN AROMA  ROJO,0,PZ,12.22967
